TIMESTAMP,RECORD,year,dayofyear,hours,minutes,Rain,Rintensity_Avg,Hail
12/1/16 0:00,671514,2016,336,0,0,133.57,0,0
12/1/16 0:01,671515,2016,336,0,1,133.57,0,0
12/1/16 0:02,671516,2016,336,0,2,133.57,0,0
12/1/16 0:03,671517,2016,336,0,3,133.57,0,0
12/1/16 0:04,671518,2016,336,0,4,133.57,0,0
12/1/16 0:05,671519,2016,336,0,5,133.57,0,0
12/1/16 0:06,671520,2016,336,0,6,133.57,0,0
12/1/16 0:07,671521,2016,336,0,7,133.57,0,0
12/1/16 0:08,671522,2016,336,0,8,133.57,0,0
12/1/16 0:09,671523,2016,336,0,9,133.57,0,0
12/1/16 0:10,671524,2016,336,0,10,133.57,0,0
12/1/16 0:11,671525,2016,336,0,11,133.57,0,0
12/1/16 0:12,671526,2016,336,0,12,133.57,0,0
12/1/16 0:13,671527,2016,336,0,13,133.57,0,0
12/1/16 0:14,671528,2016,336,0,14,133.57,0,0
12/1/16 0:15,671529,2016,336,0,15,133.57,0,0
12/1/16 0:16,671530,2016,336,0,16,133.57,0,0
12/1/16 0:17,671531,2016,336,0,17,133.57,0,0
12/1/16 0:18,671532,2016,336,0,18,133.57,0,0
12/1/16 0:19,671533,2016,336,0,19,133.57,0,0
12/1/16 0:20,671534,2016,336,0,20,133.57,0,0
12/1/16 0:21,671535,2016,336,0,21,133.57,0,0
12/1/16 0:22,671536,2016,336,0,22,133.57,0,0
12/1/16 0:23,671537,2016,336,0,23,133.57,0,0
12/1/16 0:24,671538,2016,336,0,24,133.57,0,0
12/1/16 0:25,671539,2016,336,0,25,133.57,0,0
12/1/16 0:26,671540,2016,336,0,26,133.57,0,0
12/1/16 0:27,671541,2016,336,0,27,133.57,0,0
12/1/16 0:28,671542,2016,336,0,28,133.57,0,0
12/1/16 0:29,671543,2016,336,0,29,133.57,0,0
12/1/16 0:30,671544,2016,336,0,30,133.57,0,0
12/1/16 0:31,671545,2016,336,0,31,133.57,0,0
12/1/16 0:32,671546,2016,336,0,32,133.57,0,0
12/1/16 0:33,671547,2016,336,0,33,133.57,0,0
12/1/16 0:34,671548,2016,336,0,34,133.57,0,0
12/1/16 0:35,671549,2016,336,0,35,133.57,0,0
12/1/16 0:36,671550,2016,336,0,36,133.57,0,0
12/1/16 0:37,671551,2016,336,0,37,133.57,0,0
12/1/16 0:38,671552,2016,336,0,38,133.57,0,0
12/1/16 0:39,671553,2016,336,0,39,133.57,0,0
12/1/16 0:40,671554,2016,336,0,40,133.57,0,0
12/1/16 0:41,671555,2016,336,0,41,133.57,0,0
12/1/16 0:42,671556,2016,336,0,42,133.57,0,0
12/1/16 0:43,671557,2016,336,0,43,133.57,0,0
12/1/16 0:44,671558,2016,336,0,44,133.57,0,0
12/1/16 0:45,671559,2016,336,0,45,133.57,0,0
12/1/16 0:46,671560,2016,336,0,46,133.57,0,0
12/1/16 0:47,671561,2016,336,0,47,133.57,0,0
