TIMESTAMP,RECORD,year,dayofyear,hours,minutes,Rain,Rintensity_Avg,Hail
11/1/16 0:00,629825,2016,306,0,0,66.07,0,0
11/1/16 0:01,629826,2016,306,0,1,66.07,0,0
11/1/16 0:02,629827,2016,306,0,2,66.07,0,0
11/1/16 0:03,629828,2016,306,0,3,66.07,0,0
11/1/16 0:04,629829,2016,306,0,4,66.07,0,0
11/1/16 0:05,629830,2016,306,0,5,66.07,0,0
11/1/16 0:06,629831,2016,306,0,6,66.07,0,0
11/1/16 0:07,629832,2016,306,0,7,66.07,0,0
11/1/16 0:08,629833,2016,306,0,8,66.07,0,0
11/1/16 0:09,629834,2016,306,0,9,66.07,0,0
11/1/16 0:10,629835,2016,306,0,10,66.07,0,0
11/1/16 0:11,629836,2016,306,0,11,66.07,0,0
11/1/16 0:12,629837,2016,306,0,12,66.07,0,0
11/1/16 0:13,629838,2016,306,0,13,66.08,0.06666667,0
11/1/16 0:14,629839,2016,306,0,14,66.08,0.09999999,0
11/1/16 0:15,629840,2016,306,0,15,66.08,0,0
11/1/16 0:16,629841,2016,306,0,16,66.08,0,0
11/1/16 0:17,629842,2016,306,0,17,66.08,0,0
11/1/16 0:18,629843,2016,306,0,18,66.08,0,0
11/1/16 0:19,629844,2016,306,0,19,66.08,0,0
11/1/16 0:20,629845,2016,306,0,20,66.08,0,0
11/1/16 0:21,629846,2016,306,0,21,66.08,0,0
11/1/16 0:22,629847,2016,306,0,22,66.08,0,0
11/1/16 0:23,629848,2016,306,0,23,66.08,0,0
11/1/16 0:24,629849,2016,306,0,24,66.08,0,0
11/1/16 0:25,629850,2016,306,0,25,66.08,0,0
11/1/16 0:26,629851,2016,306,0,26,66.08,0,0
11/1/16 0:27,629852,2016,306,0,27,66.08,0,0
11/1/16 0:28,629853,2016,306,0,28,66.08,0,0
11/1/16 0:29,629854,2016,306,0,29,66.08,0,0
11/1/16 0:30,629855,2016,306,0,30,66.08,0,0
11/1/16 0:31,629856,2016,306,0,31,66.08,0,0
11/1/16 0:32,629857,2016,306,0,32,66.08,0,0
11/1/16 0:33,629858,2016,306,0,33,66.08,0,0
11/1/16 0:34,629859,2016,306,0,34,66.08,0,0
11/1/16 0:35,629860,2016,306,0,35,66.08,0,0
11/1/16 0:36,629861,2016,306,0,36,66.08,0,0
11/1/16 0:37,629862,2016,306,0,37,66.08,0,0
11/1/16 0:38,629863,2016,306,0,38,66.08,0,0
11/1/16 0:39,629864,2016,306,0,39,66.08,0,0
11/1/16 0:40,629865,2016,306,0,40,66.08,0,0
11/1/16 0:41,629866,2016,306,0,41,66.08,0,0
11/1/16 0:42,629867,2016,306,0,42,66.08,0,0
11/1/16 0:43,629868,2016,306,0,43,66.08,0,0
11/1/16 0:44,629869,2016,306,0,44,66.08,0,0
11/1/16 0:45,629870,2016,306,0,45,66.08,0,0
11/1/16 0:46,629871,2016,306,0,46,66.08,0,0
11/1/16 0:47,629872,2016,306,0,47,66.08,0,0
11/1/16 0:48,629873,2016,306,0,48,66.08,0,0
11/1/16 0:49,629874,2016,306,0,49,66.08,0,0
11/1/16 0:50,629875,2016,306,0,50,66.08,0,0
11/1/16 0:51,629876,2016,306,0,51,66.08,0,0
11/1/16 0:52,629877,2016,306,0,52,66.08,0,0
11/1/16 0:53,629878,2016,306,0,53,66.08,0,0
11/1/16 0:54,629879,2016,306,0,54,66.08,0,0
11/1/16 0:55,629880,2016,306,0,55,66.08,0,0
11/1/16 0:56,629881,2016,306,0,56,66.08,0,0
11/1/16 0:57,629882,2016,306,0,57,66.08,0,0
11/1/16 0:58,629883,2016,306,0,58,66.08,0,0
11/1/16 0:59,629884,2016,306,0,59,66.08,0,0
11/1/16 1:00,629885,2016,306,1,0,66.08,0,0
11/1/16 1:01,629886,2016,306,1,1,66.08,0,0
11/1/16 1:02,629887,2016,306,1,2,66.08,0,0
11/1/16 1:03,629888,2016,306,1,3,66.08,0,0
11/1/16 1:04,629889,2016,306,1,4,66.08,0,0
11/1/16 1:05,629890,2016,306,1,5,66.08,0,0
11/1/16 1:06,629891,2016,306,1,6,66.08,0,0
11/1/16 1:07,629892,2016,306,1,7,66.08,0,0
11/1/16 1:08,629893,2016,306,1,8,66.08,0,0
11/1/16 1:09,629894,2016,306,1,9,66.08,0,0
11/1/16 1:10,629895,2016,306,1,10,66.08,0,0
11/1/16 1:11,629896,2016,306,1,11,66.08,0,0
11/1/16 1:12,629897,2016,306,1,12,66.08,0,0
11/1/16 1:13,629898,2016,306,1,13,66.08,0,0
11/1/16 1:14,629899,2016,306,1,14,66.08,0,0
11/1/16 1:15,629900,2016,306,1,15,66.08,0,0
11/1/16 1:16,629901,2016,306,1,16,66.08,0,0
11/1/16 1:17,629902,2016,306,1,17,66.08,0,0
11/1/16 1:18,629903,2016,306,1,18,66.08,0,0
11/1/16 1:19,629904,2016,306,1,19,66.08,0,0
11/1/16 1:20,629905,2016,306,1,20,66.08,0,0
11/1/16 1:21,629906,2016,306,1,21,66.08,0,0
11/1/16 1:22,629907,2016,306,1,22,66.08,0,0
11/1/16 1:23,629908,2016,306,1,23,66.08,0,0
11/1/16 1:24,629909,2016,306,1,24,66.08,0,0
11/1/16 1:25,629910,2016,306,1,25,66.08,0,0
11/1/16 1:26,629911,2016,306,1,26,66.08,0,0
11/1/16 1:27,629912,2016,306,1,27,66.08,0,0
11/1/16 1:28,629913,2016,306,1,28,66.08,0,0
11/1/16 1:29,629914,2016,306,1,29,66.08,0,0
11/1/16 1:30,629915,2016,306,1,30,66.08,0,0
11/1/16 1:31,629916,2016,306,1,31,66.08,0,0
11/1/16 1:32,629917,2016,306,1,32,66.08,0,0
11/1/16 1:33,629918,2016,306,1,33,66.08,0,0
11/1/16 1:34,629919,2016,306,1,34,66.08,0,0
11/1/16 1:35,629920,2016,306,1,35,66.08,0,0
11/1/16 1:36,629921,2016,306,1,36,66.08,0,0
11/1/16 1:37,629922,2016,306,1,37,66.08,0,0
11/1/16 1:38,629923,2016,306,1,38,66.08,0,0
11/1/16 1:39,629924,2016,306,1,39,66.08,0,0
11/1/16 1:40,629925,2016,306,1,40,66.08,0,0
11/1/16 1:41,629926,2016,306,1,41,66.08,0,0
11/1/16 1:42,629927,2016,306,1,42,66.08,0,0
11/1/16 1:43,629928,2016,306,1,43,66.08,0,0
11/1/16 1:44,629929,2016,306,1,44,66.08,0,0
11/1/16 1:45,629930,2016,306,1,45,66.08,0,0
11/1/16 1:46,629931,2016,306,1,46,66.08,0,0
11/1/16 1:47,629932,2016,306,1,47,66.08,0,0
11/1/16 1:48,629933,2016,306,1,48,66.08,0,0
11/1/16 1:49,629934,2016,306,1,49,66.08,0,0
11/1/16 1:50,629935,2016,306,1,50,66.08,0,0
11/1/16 1:51,629936,2016,306,1,51,66.08,0,0
11/1/16 1:52,629937,2016,306,1,52,66.08,0,0
11/1/16 1:53,629938,2016,306,1,53,66.08,0,0
11/1/16 1:54,629939,2016,306,1,54,66.08,0,0
11/1/16 1:55,629940,2016,306,1,55,66.08,0,0
11/1/16 1:56,629941,2016,306,1,56,66.08,0,0
11/1/16 1:57,629942,2016,306,1,57,66.08,0,0
11/1/16 1:58,629943,2016,306,1,58,66.08,0,0
11/1/16 1:59,629944,2016,306,1,59,66.08,0,0
11/1/16 2:00,629945,2016,306,2,0,66.08,0,0
11/1/16 2:01,629946,2016,306,2,1,66.08,0,0
11/1/16 2:02,629947,2016,306,2,2,66.08,0,0
11/1/16 2:03,629948,2016,306,2,3,66.08,0,0
11/1/16 2:04,629949,2016,306,2,4,66.08,0,0
11/1/16 2:05,629950,2016,306,2,5,66.08,0,0
11/1/16 2:06,629951,2016,306,2,6,66.08,0,0
11/1/16 2:07,629952,2016,306,2,7,66.08,0,0
11/1/16 2:08,629953,2016,306,2,8,66.08,0,0
11/1/16 2:09,629954,2016,306,2,9,66.08,0,0
11/1/16 2:10,629955,2016,306,2,10,66.08,0,0
11/1/16 2:11,629956,2016,306,2,11,66.08,0,0
11/1/16 2:12,629957,2016,306,2,12,66.08,0,0
11/1/16 2:13,629958,2016,306,2,13,66.08,0,0
11/1/16 2:14,629959,2016,306,2,14,66.08,0,0
11/1/16 2:15,629960,2016,306,2,15,66.08,0,0
11/1/16 2:16,629961,2016,306,2,16,66.08,0,0
11/1/16 2:17,629962,2016,306,2,17,66.08,0,0
11/1/16 2:18,629963,2016,306,2,18,66.08,0,0
11/1/16 2:19,629964,2016,306,2,19,66.08,0,0
11/1/16 2:20,629965,2016,306,2,20,66.08,0,0
